name,cat,url
DatePicker Timeline,DATE & TIME PICKERS,https://github.com/badoualy/datepicker-timeline
NumberPadTimePicker,DATE & TIME PICKERS,https://github.com/philliphsu/NumberPadTimePicker
EasyCalendar,DATE & TIME PICKERS,https://github.com/shichaohui/EasyCalendar
CalendarView,DATE & TIME PICKERS,https://github.com/mahendramahi/CalendarView
MyDynamicCalendar,DATE & TIME PICKERS,https://github.com/developerVatsal/MyDynamicCalendarExample
CustomCalendar,DATE & TIME PICKERS,https://github.com/ifucolo/Custom-Calendar-View-Android
Persian Calendar View,DATE & TIME PICKERS,https://github.com/mirrajabi/persian-calendar-view
HorizontalPicker,DATE & TIME PICKERS,https://github.com/jhonnyx2012/HorizontalPicker
OneCalendarView,DATE & TIME PICKERS,https://github.com/the-meedu-app/OneCalendarView
Calendar View,DATE & TIME PICKERS,https://github.com/sickmartian/CalendarView
PersianDatePicker,DATE & TIME PICKERS,https://github.com/alibehzadian/PersianDatePicker
Persian Date Picker Dialog,DATE & TIME PICKERS,https://github.com/aliab/Persian-Date-Picker-Dialog
Horizontal Calendar,DATE & TIME PICKERS,https://github.com/Mulham-Raee/Horizontal-Calendar
DateTimePickerEditText,DATE & TIME PICKERS,https://github.com/BlackBoxVision/datetimepicker-edittext
DateTimeRangePicker,DATE & TIME PICKERS,https://github.com/skedgo/DateTimeRangePicker
SingleDateAndTimePicker,DATE & TIME PICKERS,https://github.com/florent37/SingleDateAndTimePicker
Cadar,DATE & TIME PICKERS,https://github.com/memfis19/Cadar
CircleAlarmTimerView,DATE & TIME PICKERS,https://github.com/yingLanNull/CircleAlarmTimerView
DateRangePicker,DATE & TIME PICKERS,https://github.com/yesidlazaro/DateRangePicker
LightCalendarView,DATE & TIME PICKERS,https://github.com/recruit-mp/LightCalendarView
SwitchDateTimePicker,DATE & TIME PICKERS,https://github.com/Kunzisoft/Android-SwitchDateTimePicker
BottomSheetPickers,DATE & TIME PICKERS,https://github.com/philliphsu/BottomSheetPickers
DateTimeSeer,DATE & TIME PICKERS,https://github.com/p-v/DateTimeSeer
android-calendar-view,DATE & TIME PICKERS,https://github.com/myjoybar/android-calendar-view
RetainedDateTimePickers,DATE & TIME PICKERS,https://github.com/k0shk0sh/RetainedDateTimePickers
HorizontalExpandableCalendar-Android,DATE & TIME PICKERS,https://github.com/sulo61/HorizontalExpandableCalendar-Android
CustomCalendar,DATE & TIME PICKERS,https://github.com/Riontech/CustomCalendar
CalendarView,DATE & TIME PICKERS,https://github.com/henry-newbie/CalendarView
GregorianLunarCalendar,DATE & TIME PICKERS,https://github.com/Carbs0126/GregorianLunarCalendar
Material DateTime Picker,DATE & TIME PICKERS,https://github.com/wdullaer/MaterialDateTimePicker
TimePickerDialog,DATE & TIME PICKERS,https://github.com/JZXiang/TimePickerDialog
CompactCalendarView,DATE & TIME PICKERS,https://github.com/SundeepK/CompactCalendarView
dialTimePicker,DATE & TIME PICKERS,https://github.com/ugurtekbas/dialTimePicker
WeekDatePicker,DATE & TIME PICKERS,https://github.com/blazsolar/WeekDatePicker
clean-simple-calendar,DATE & TIME PICKERS,https://github.com/dpreussler/clean-simple-calendar
WeekCalendar,DATE & TIME PICKERS,https://github.com/nomanr/WeekCalendar
Material Weekdays Buttons Bar,DATE & TIME PICKERS,https://github.com/TouchBoarder/weekdays-buttons-bar
PickView,DATE & TIME PICKERS,https://github.com/brucetoo/PickView
AgendaCalendarView,DATE & TIME PICKERS,https://github.com/Tibolte/AgendaCalendarView
Material Calendar View,DATE & TIME PICKERS,https://github.com/SAMSistemas/MaterialCalendarView
RWeekCalendar,DATE & TIME PICKERS,https://github.com/rameshvoltella/RWeekCalendar
MaterialDateRangePicker,DATE & TIME PICKERS,https://github.com/heysupratim/MaterialDateRangePicker
mCalendarView,DATE & TIME PICKERS,https://github.com/SpongeBobSun/mCalendarView
FaceDetector,FACE RECOGNITION,https://github.com/RedApparat/FaceDetector
GlideFaceDetectionTransformation,FACE RECOGNITION,https://github.com/aryarohit07/GlideFaceDetectionTransformation
PicassoFaceDetectionTransformation,FACE RECOGNITION,https://github.com/aryarohit07/PicassoFaceDetectionTransformation
WoodyFaceDetection,FACE RECOGNITION,https://github.com/blundell/WoodyFaceDetection
Masaccio,FACE RECOGNITION,https://github.com/Subito-it/Masaccio
Flyway,DATABASE,https://github.com/flyway/flyway
SQLBrite,DATABASE,https://github.com/square/sqlbrite
Android SQLite support library,DATABASE,https://github.com/requery/sqlite-android
Kissme,DATABASE,https://github.com/netguru/Kissme
Satchel,DATABASE,https://github.com/adrielcafe/satchel
EasiestSqlLibrary,DATABASE,https://github.com/p32929/EasiestSqlLibrary
android-db-commons,DATABASE,https://github.com/futuresimple/android-db-commons
PufferDB,DATABASE,https://github.com/adrielcafe/PufferDB
SQLite To Excel,DATABASE,https://github.com/androidmads/SQLite2XL/
GreenDaoUpgradeHelper,DATABASE,https://github.com/yuweiguocn/GreenDaoUpgradeHelper
CursorMerger,DATABASE,https://github.com/ajaysahani/CursorMerger
DbSync,DATABASE,https://github.com/claudiodegio/dbsync
RoomAsset,DATABASE,https://github.com/humazed/RoomAsset
RoomDatabaseBackupAndRestore,DATABASE,https://github.com/salehyarahmadi/RoomDatabaseBackupAndRestore
Android schema utils,DATABASE,https://github.com/futuresimple/android-schema-utils
dbdump,DATABASE,https://github.com/triveous/dbdump
android-spatialite,DATABASE,https://github.com/sevar83/android-spatialite
Android SQLiteAssetHelper,DATABASE,https://github.com/jgilfelt/android-sqlite-asset-helper
SQLiteImpEx,DATABASE,https://github.com/androidmads/SQLiteImporterExporter
SQLiteMaster,DATABASE,https://github.com/futuresimple/sqlitemaster
Easy Data Sorage,DATABASE,https://github.com/neeloyghosh1990/EasyDataStorage
Thneed,DATABASE,https://github.com/chalup/thneed
android-lazyloading-cursor,DATABASE,https://github.com/esmasui/android-lazyloading-cursor
DBTools Generator,DATABASE,https://github.com/jeffdcamp/dbtools-gen
DbExporterHelper,DATABASE,https://github.com/prabhat1707/DbExporterHelper
Squeaky,DATABASE,https://github.com/jasonwyatt/squeaky-android
NexusData,DATABASE,https://github.com/dkharrat/NexusData
DBFlowManager Hyperion Plugin,DATABASE,https://github.com/wajahatkarim3/DBFlowManager-Hyperion-Plugin
KSQLite,DATABASE,https://github.com/GuessWho91/KSQLite
RxAndroidOrm,DATABASE,https://github.com/florent37/RxAndroidOrm
